rdata$group,AR,BE,XX,CM,DL,geom,,,UN,LS1,LS2,HS1,HS2
334,0.132858486,0,0,0.70389285,0.163249536,0.004459236,,,,,,,
335,0,0,0,0.647481207,0.352518834,0.004453552,,,,,,,
336,0.146103076,0,0,0.414729376,0.439167622,0.004275168,,,,,,,
337,0.028574432,0.01057634,0,0.773093335,0.18775598,0.004371843,,,,,,,
338,0.019413023,0,0.007921865,0.685416745,0.287250726,0.004510768,,,,,,,
339,0.137785645,0,0.148408609,0.573840589,0.139965226,0.004246703,,,,,,,
340,0.194464352,0,0.023534825,0.782002023,0,0.004393938,,,,,,,
341,0.101263666,0,0,0.714509191,0.184229889,0.004532813,,,,,,,
342,0.073926301,0,0,0.92607375,0,0.004483577,,,,,,,
343,0.036463323,0,0,0.878618614,0.084920704,0.004474815,,,,,,,
344,0.006428244,0.025803455,0,0.850939837,0.116828491,0.004450529,,,,,,,
345,0.109335545,0.031457228,0.059149197,0.557549532,0.242508505,0.004368653,,,,,,,
346,0.063061666,0,0.024060487,0.6475227,0.265355233,0.004323813,,,,,,,
347,0,0.037476329,0.038221732,0.725232228,0.199072421,0.004500756,,,,,,,
348,0.072168131,0,0,0.772035284,0.155798596,0.004344606,,,,,,,
349,0.161099634,0,0,0.596116135,0.242784907,0.004387212,,,,,,,
350,0.062190678,0,0.088899786,0.62253151,0.22638075,0.004359991,,,,,,,
351,0,0.136949426,0,0.710214038,0.152836635,0.004503931,,,,,,,
352,0,0.103840602,0.047039308,0.715348984,0.133773852,0.004334942,,,,,,,
353,0,0,0.110248382,0.583186642,0.306564988,0.004380914,,,,,,,
354,0,0.163187048,0,0.746638418,0.090174625,0.00428277,,,,,,,
355,0,0,0,0.710333833,0.289666225,0.004360858,,,,,,,
356,0,0,0,0.882154997,0.117847709,0.004513041,,,,,,,
357,0.009737447,0,0.128655562,0.597072438,0.264537293,0.004233317,,,,,,,
358,0.044253034,0,0.102083465,0.8377622,0.015903965,0.004499756,,,,,,,
359,0.065047307,0.02736328,0.009670811,0.671101455,0.226817205,0.004320724,,,,,,,
360,0.175606999,0,0,0.662310275,0.162085329,0.004388547,,,,,,,
361,0,0,0,0.908305499,0.091694562,0.004535468,,,,,,,
362,0,0,0,0.697251798,0.302748235,0.00440535,,,,,,,
363,0.084722227,0.07071441,0,0.715929155,0.12863433,0.004362321,,,,,,,
364,0,0,0.06946734,0.7931234,0.137409305,0.004434728,,,,,,,
365,0.080057739,0,0,0.496527308,0.423414957,0.004255285,,,,,,,
366,0,0,0.059335252,0.668183223,0.272484253,0.004360382,,,,,,,
367,0.15289098,0,0,0.535073356,0.312035677,0.004373319,,,,,,,
368,0,0.088938611,0,0.577577729,0.33348368,0.00434171,,,,,,,
369,0.024884223,0,0.034106858,0.67914114,0.261867786,0.004311157,,,,,,,
370,0,0.068959047,0,0.486387804,0.444653194,0.00444391,,,,,,,
371,0.034805847,0,0,0.757267633,0.207926991,0.004479038,,,,,,,
372,0.085001771,0,0,0.71558901,0.19940931,0.004392263,,,,,,,
373,0,0,0.038676909,0.736109297,0.225216126,0.004446492,,,,,,,
374,0,0,0.151812246,0.58396262,0.264225195,0.004341189,,,,,,,
375,0.145708241,0,0,0.854294278,0,0.004561344,,,,,,,
376,0.183880584,0,0,0.628244396,0.187875059,0.004384747,,,,,,,
377,0.110541141,0,0.160284477,0.619911156,0.10926326,0.004188584,,,,,,,
378,0.046512773,0,0.003929551,0.572809868,0.376747805,0.004414805,,,,,,,
379,0.128726938,0.00843618,0,0.581311544,0.281525374,0.004340778,,,,,,,
380,0.134092604,0,0,0.825384739,0.040522743,0.00442652,,,,,,,
381,0.079463513,0,0,0.679642797,0.240896414,0.004474973,,,,,,,
382,0.045240058,0.055243659,0,0.53482038,0.364695937,0.00425146,,,,,,,
383,0.010299352,0.131102189,0,0.576714521,0.281885396,0.004406164,,,,,,,
384,0,0,0,0.809982491,0.190017546,0.004543751,,,,,,,
385,0.018882416,0.062523381,0,0.522269634,0.396327301,0.004385814,,,,,,,
386,0.198657443,0,0,0.754843887,0.046498716,0.004415535,,,,,,,
387,0.080815509,0,0.017751574,0.802153482,0.099279425,0.004378019,,,,,,,
388,0,0,0,0.722389457,0.277610539,0.004572867,,,,,,,
389,0.047734287,0.083338305,0,0.688766053,0.180161392,0.004387361,,,,,,,
390,0.047620051,0.045774426,0,0.739536356,0.167069235,0.004410403,,,,,,,
391,0.070180798,0,0,0.734771511,0.195047766,0.004273447,,,,,,,
392,0.052144852,0,0,0.842980084,0.10487516,0.004457848,,,,,,,
393,0,0.127246531,0,0.576459316,0.296294151,0.004461834,,,,,,,
394,0.242387773,3.88E-05,0,0.609219698,0.148356451,0.004351618,,,,,,,
395,0,0,0,0.69738988,0.302611115,0.004384389,,,,,,,
396,0,0,0.176714353,0.637915561,0.185370146,0.004329897,,,,,,,
397,0.00760231,0.18855695,0,0.638318782,0.165521967,0.004383055,,,,,,,
398,0.085209025,0,0,0.871197233,0.043593849,0.004364233,,,,,,,
399,0.060947536,0,0,0.624975106,0.314080048,0.004392114,,,,,,,
400,0.025015815,0,0,0.551548124,0.423436049,0.004381547,,,,,,,
401,0.040027109,0,0.140670474,0.666209324,0.153095838,0.004315699,,,,,,,
402,0.007120398,0,0,0.656663278,0.336216355,0.004428381,,,,,,,
403,0.092348289,0,0.095542567,0.812110058,0,0.004502337,,,,,,,
404,0.04967603,0.018146949,0,0.932177105,0,0.004457179,,,,,,,
405,0.161925173,0,0,0.838076129,0,0.004432156,,,,,,,
406,0.174917523,0,0,0.658450718,0.166631817,0.004266991,,,,,,,
407,0,0.111397479,0.029235101,0.540217646,0.319149803,0.00430329,,,,,,,
408,0,0.101520074,0,0.575247864,0.32323208,0.004310535,,,,,,,
409,0.046259254,0,0,0.686503984,0.267236773,0.004347845,,,,,,,
410,0.055406221,0.054736615,0,0.548831269,0.341025937,0.00428712,,,,,,,
411,0.079846369,0,0,0.644904917,0.275248887,0.004395667,,,,,,,
412,0.165024969,0,0,0.801303055,0.033672055,0.00442691,,,,,,,
413,0.003611548,0.045485132,0.081763843,0.647826244,0.221315971,0.004323333,,,,,,,
414,0.011215484,0.01770214,0,0.655873922,0.315208511,0.004368126,,,,,,,
415,0.174836486,0,0.022267983,0.532706804,0.270188774,0.004398228,,,,,,,
416,0.135459965,0,0,0.864542419,0,0.004575044,,,,,,,
417,0,0,0,0.839329516,0.16067093,0.004363814,,,,,,,
418,0.075404925,0,0,0.612455003,0.312140049,0.004378304,,,,,,,
419,0.07104458,0.050606472,0,0.757267591,0.121081413,0.004493643,,,,,,,
420,0,0,0.091652236,0.540832486,0.367515308,0.004366149,,,,,,,
421,0.10777205,0,0,0.576412018,0.31581592,0.004271739,,,,,,,
422,0.064239798,0,0.045716674,0.625267087,0.264776606,0.004467513,,,,,,,
423,0,0.032908409,0,0.570618746,0.396472839,0.004396479,,,,,,,
424,0.038400616,0.087553623,0,0.652055192,0.22199329,0.004365684,,,,,,,
425,0.123134346,0,0.165828511,0.522063269,0.18897387,0.004337599,,,,,,,
426,0,0,0,0.677836356,0.322163695,0.004474183,,,,,,,
427,0.042511757,0.082683018,0,0.669104718,0.205700563,0.004226352,,,,,,,
428,0,0,0.015620794,0.635039225,0.349342694,0.004295385,,,,,,,
429,0.06700089,0.152439977,0,0.440234858,0.340324278,0.004340894,,,,,,,
430,0,0.063879168,0,0.626824783,0.309298798,0.004464778,,,,,,,
431,0,0,0.021923024,0.639309303,0.338767689,0.00434602,,,,,,,
432,0,0,0.057077158,0.830652117,0.112270776,0.004449449,,,,,,,
433,0.1020812,0.071558488,0,0.716166779,0.110196265,0.004363072,,,,,,,
434,0.104888001,0.055586733,0,0.528614103,0.31091386,0.004189562,,,,,,,
435,0,0.129983734,0,0.556148946,0.313867349,0.004300367,,,,,,,
436,0.152354388,0,0,0.639808616,0.207837036,0.004316655,,,,,,,
437,0.006919809,0,0.0656449,0.794702242,0.13273314,0.004306771,,,,,,,
438,0.00092783,0.070640396,0,0.608709783,0.319721963,0.004419728,,,,,,,
439,0.057993948,0.145857187,0.007360779,0.420036148,0.368754693,0.004258247,,,,,,,
440,0.018581517,0.116730097,0,0.662152041,0.202536412,0.004287357,,,,,,,
441,0.039899787,0,0.109578947,0.620886231,0.2296351,0.004266978,,,,,,,
442,0.107480665,0.011476885,0,0.665462331,0.215582864,0.004203556,,,,,,,
443,0.151680763,0,0.051683301,0.723453448,0.073182541,0.004261598,,,,,,,
444,0.012747356,0,0.017584829,0.785636806,0.184031234,0.004501251,,,,,,,
445,0.132367984,0,0,0.534368836,0.333263202,0.004391973,,,,,,,
446,0.18225621,0,0,0.668355896,0.149390586,0.004455497,,,,,,,
447,0.200768364,0.060775631,0,0.531232701,0.207225502,0.004361088,,,,,,,
448,0.017489296,0,0,0.732837034,0.249673721,0.004553779,,,,,,,
449,0,0.018051057,0,0.463347179,0.518601767,0.004425476,,,,,,,
450,0.007667316,0,0.095653202,0.687296921,0.209385305,0.004340521,,,,,,,
451,0.122683449,0.131341397,0,0.633142937,0.112832284,0.004217018,,,,,,,
452,0.137044152,0,0,0.592376923,0.270578945,0.004432776,,,,,,,
453,0,0,0.122553596,0.560079201,0.31736725,0.004221998,,,,,,,
454,0.092084709,0,0,0.679003418,0.228911905,0.004365511,,,,,,,
455,0,0,0,0.760767512,0.239232538,0.004453749,,,,,,,
456,0.190151381,0,0.174212969,0.518272847,0.117362834,0.004225424,,,,,,,
457,0,0,0,0.859533344,0.14046672,0.004410291,,,,,,,
458,0.083446632,0,0,0.601568905,0.314987202,0.004322855,,,,,,,
459,0.060287152,0,0.137383489,0.365608512,0.43672182,0.004140019,,,,,,,
460,0.028197271,0,0,0.759622155,0.212180605,0.004563522,,,,,,,
461,0.030569727,0,0,0.661527927,0.307902356,0.004356502,,,,,,,
462,0.008399859,0.159862127,0,0.639954741,0.191783329,0.004236766,,,,,,,
463,0.024933228,0,0.019803631,0.748338938,0.206924284,0.004331751,,,,,,,
464,0.030711365,0.028133672,0.049412052,0.594783073,0.296959903,0.004305047,,,,,,,
465,0,0.122577468,0,0.758244839,0.11918037,0.004460908,,,,,,,
466,0.155550951,0,0,0.628685929,0.215763153,0.004336644,,,,,,,
467,0,0,0.107327853,0.630132953,0.262539275,0.004374577,,,,,,,
468,0.0800707,0,0.092917392,0.603566095,0.223448509,0.004192559,,,,,,,
469,0.000280243,0,0.154668422,0.429917702,0.415136413,0.004275925,,,,,,,
470,0.105188177,0.048660751,0,0.654205412,0.191945719,0.004349975,,,,,,,
471,0,0,0.056834443,0.673990621,0.269174971,0.0043241,,,,,,,
472,0.091848726,0.193133534,0,0.436663031,0.278354694,0.004269562,,,,,,,
473,0.052399285,0,0,0.673195381,0.274405348,0.00435136,,,,,,,
474,0,0,0.040788474,0.759453467,0.199758171,0.004569616,,,,,,,
475,0.043399483,0.182214394,0,0.542058412,0.232330482,0.004293084,,,,,,,
476,0.040820317,0.070708632,0,0.78989684,0.098574225,0.004352295,,,,,,,
477,0.069740671,0.008134091,0.094983515,0.787591568,0.039552921,0.004346658,,,,,,,
478,0,0.160106158,0.032301105,0.415801245,0.391791479,0.004256859,,,,,,,
479,0.056251695,0,0,0.658451726,0.285296625,0.004411418,,,,,,,
480,0,0.160576516,0.065609622,0.427228378,0.346585495,0.004277312,,,,,,,
481,0,0,0.013312203,0.599392845,0.387294968,0.004522832,,,,,,,
482,0.222853947,0,0.120580118,0.606256223,0.050312463,0.004194925,,,,,,,
483,0.155737001,0.189834694,0,0.654429851,0,0.004201416,,,,,,,
484,0.053660353,0,0,0.936533032,0.009806659,0.004512564,,,,,,,
485,0.071918223,0,0,0.79619288,0.131890652,0.004450349,,,,,,,
486,0.005400906,0,0,0.872746095,0.121855628,0.004456518,,,,,,,
487,0.086164011,0.065991037,0,0.713986048,0.133858951,0.004410003,,,,,,,
488,0,0.056788575,0.088066062,0.538244791,0.316900603,0.004320161,,,,,,,
489,0.057197054,0,0,0.699333031,0.243470086,0.00441873,,,,,,,
490,0,0.009560892,0,0.668890482,0.321551334,0.00454926,,,,,,,
491,0,0.114964525,0.08575971,0.472953316,0.326322476,0.004159473,,,,,,,
492,0,0,0.161173216,0.530886917,0.307942603,0.004207964,,,,,,,
493,0.050972061,0,0,0.751571084,0.197456938,0.004462182,,,,,,,
494,0.164614354,0.035625276,0,0.708652892,0.09110754,0.004293924,,,,,,,
495,0.027817079,0,0.181320034,0.579528061,0.211335992,0.004252448,,,,,,,
496,0.01846072,0,0,0.815205547,0.166336459,0.004401995,,,,,,,
497,0,0,0.16845138,0.383617927,0.447933406,0.004349632,,,,,,,
498,0,0,0,0.821651291,0.178348767,0.004413295,,,,,,,
499,0.113758882,0.096130779,0.055785445,0.53765056,0.19667433,0.004321107,,,,,,,
500,0,0.065653439,0,0.627277019,0.30706956,0.004323414,,,,,,,
501,0.009299289,0,0.095382249,0.777644975,0.117676195,0.004434556,,,,,,,
502,0,0.010742106,0.09234064,0.574388814,0.322528455,0.004240013,,,,,,,
503,0.206726486,0.072861886,0,0.496042961,0.224368685,0.004231896,,,,,,,
504,0.136361727,0,0,0.717418469,0.146220112,0.004409164,,,,,,,
505,0,0,0,0.699073065,0.300926966,0.004547148,,,,,,,
506,0,0,0,0.733781446,0.266218601,0.004229221,,,,,,,
507,0,0,0,0.703145445,0.296854608,0.004473018,,,,,,,
508,0.086119282,0.100379539,0,0.660451979,0.153051871,0.004286526,,,,,,,
509,0,0,0,0.711259443,0.288740592,0.004562664,,,,,,,
510,0,0.021536615,0,0.68926959,0.289193845,0.004248722,,,,,,,
511,0.058534838,0,0,0.70873574,0.232729506,0.004456497,,,,,,,
512,0,0.077500812,0,0.612365925,0.310135559,0.004306848,,,,,,,
513,0.035639148,0,0,0.801111258,0.163249606,0.004471115,,,,,,,
514,0.069071953,0,0,0.718983447,0.211944629,0.004507367,,,,,,,
515,0.14714804,0,0.012412184,0.633855107,0.206587233,0.004267367,,,,,,,
516,0.117064647,0.048360753,0.033892857,0.623998387,0.176683497,0.004238273,,,,,,,
517,0,0.074360636,0.026966665,0.390685573,0.507987153,0.004264657,,,,,,,
518,0.043206135,0,0,0.838971525,0.117822395,0.004334317,,,,,,,
519,3.56E-07,0,0.162947766,0.627621565,0.20943054,0.004471599,,,,,,,
520,0.083095745,0,0,0.679141939,0.237762341,0.00446122,,,,,,,
521,0.058104564,0,0,0.735775862,0.206119613,0.004558239,,,,,,,
522,0.125045083,0,0.020475648,0.71838064,0.136101318,0.004340345,,,,,,,
523,0.002569093,0,0.035758094,0.709623038,0.252049832,0.004366912,,,,,,,
524,0,0,0.14335634,0.604907856,0.251738521,0.004431628,,,,,,,
525,0.07345884,0,0.162172025,0.618688111,0.145681068,0.004259268,,,,,,,
526,0.097980864,0,0,0.483842465,0.418176736,0.004348998,,,,,,,
527,0.054184026,0,0,0.876312845,0.069503141,0.004435363,,,,,,,
528,0.051876447,0.150158807,0.036855255,0.603959994,0.157149556,0.004302026,,,,,,,
529,0.074630843,0.151811573,0,0.713559127,0.059998501,0.004311232,,,,,,,
530,0.21594269,0.046612015,0,0.68746356,0.049982764,0.004254011,,,,,,,
531,0.103807728,0.157633869,0,0.738559908,0,0.004327203,,,,,,,
532,0,0,0,0.873319909,0.126680127,0.004624248,,,,,,,
533,0.210788117,0,0.012707618,0.601823879,0.174680435,0.004196387,,,,,,,
534,0.185105675,0.058062133,0.172269711,0.466971206,0.117591285,0.004230747,,,,,,,
535,0.194772538,0.030245896,0.003492338,0.771490842,0,0.004275865,,,,,,,
536,0.091805895,0.023443162,0,0.727310333,0.157440653,0.004340021,,,,,,,
537,0.073013808,0,0,0.685522675,0.241463547,0.004436526,,,,,,,
538,0.20010372,0,0,0.713375522,0.086523485,0.004342935,,,,,,,
539,0.033388542,0.049115315,0,0.696727495,0.220768659,0.004398027,,,,,,,
540,0,0.041168069,0.037234611,0.643886185,0.277711143,0.004286146,,,,,,,
541,0.100057214,0.010177663,0,0.669940242,0.21982498,0.004239188,,,,,,,
542,0.007029829,0,0,0.877538246,0.115433187,0.004507069,,,,,,,
543,0.187901199,0.005471824,0,0.472459728,0.334167264,0.004345249,,,,,,,
544,0.143462784,0,0,0.526685607,0.329854213,0.004387345,,,,,,,
545,0,0,0,0.751596127,0.248403938,0.004330909,,,,,,,
546,0.166295432,0.093060016,0,0.732359468,0.008287785,0.004422143,,,,,,,
547,0.26553756,0,0,0.734462567,0,0.004326241,,,,,,,
548,0.076238044,0,0,0.668302871,0.255459185,0.004362877,,,,,,,
549,0.04498781,0,0.199888881,0.551249737,0.20387362,0.004305785,,,,,,,
550,0.035254768,0,0.096729779,0.632411408,0.235604121,0.004275046,,,,,,,
551,0,0.146377326,0,0.610052708,0.243569958,0.004342345,,,,,,,
552,0.131731898,0.067485724,0.000763559,0.605723841,0.194294989,0.00444655,,,,,,,
553,0,0,0,0.751186296,0.248815274,0.004426339,,,,,,,
554,0.122740779,0,0,0.742835408,0.1344265,0.004425261,,,,,,,
555,0.045379163,0.020285178,0,0.653685504,0.28065023,0.004419652,,,,,,,
556,0.02242929,0.057474433,0,0.834868989,0.08523003,0.004496762,,,,,,,
557,0.118291649,0,0,0.676392894,0.205315504,0.004469526,,,,,,,
558,0.028244323,0,0,0.697654986,0.274103395,0.004424157,,,,,,,
559,0.123888703,0.027835857,0,0.726314568,0.121960884,0.004412129,,,,,,,
560,0,0,0.013148461,0.627074155,0.359777455,0.004478909,,,,,,,
561,0,0.093393343,0,0.703826909,0.202779784,0.004251808,,,,,,,
562,0.266480188,0,0,0.58703177,0.146488624,0.004466942,,,,,,,
563,0.202271319,0.000710997,0,0.683064812,0.113955599,0.004347395,,,,,,,
564,0.032900834,0,0.028252541,0.773366457,0.165482828,0.004335812,,,,,,,
565,0.034779521,0.150228502,0,0.366550948,0.448443655,0.004328256,,,,,,,
566,0.109040638,0,0,0.741150208,0.149809228,0.00447374,,,,,,,
567,0.049738194,0,0,0.682086009,0.268175848,0.00447588,,,,,,,
568,0,0,0,0.782023259,0.21797679,0.004489306,,,,,,,
569,0,0,0,0.776019432,0.22398055,0.00446187,,,,,,,
570,0.027913048,0,0.08003998,0.752934869,0.13911482,0.004390138,,,,,,,
571,0.214744623,0,0,0.723205004,0.062053053,0.004464289,,,,,,,
572,0,0.149920635,0.018457509,0.766567388,0.065054716,0.004319614,,,,,,,
573,0,0,0,0.653520036,0.346479985,0.004442288,,,,,,,
574,0.181642167,0,0,0.66612081,0.152239769,0.004354111,,,,,,,
575,0.112160021,0,0,0.699406913,0.188435612,0.004287318,,,,,,,
576,0.175541424,0,0,0.557409668,0.267051591,0.004414788,,,,,,,
577,0.142367991,0,0,0.693290457,0.164344202,0.00443356,,,,,,,
578,0.025859711,0,0,0.758967132,0.215173245,0.004430077,,,,,,,
579,0,0,0,0.842003696,0.157997516,0.004541676,,,,,,,
580,0.018376007,0,0,0.741962708,0.239661319,0.004399201,,,,,,,
581,0,0.080779711,0,0.611642773,0.307579703,0.004305302,,,,,,,
582,0.158005917,0,0.050240759,0.563294024,0.228459355,0.00438889,,,,,,,
583,0,0,0,0.655390402,0.344609622,0.004442218,,,,,,,
584,0.12562336,0,0,0.849095319,0.025281406,0.004424047,,,,,,,
585,0,0,0.095464462,0.619989957,0.284548301,0.004470723,,,,,,,
586,0,0,0,0.668133579,0.331866469,0.00452202,,,,,,,
587,0,0,0,0.552759989,0.447239998,0.004441709,,,,,,,
588,0.054651746,0.121170269,0,0.570249838,0.253928171,0.004439757,,,,,,,
589,0.103187089,0,0.105272916,0.545938968,0.245603698,0.004505373,,,,,,,
590,0,0.208816757,0,0.435874059,0.355311676,0.004450842,,,,,,,
591,0.153355962,0.133886509,0,0.538136921,0.174620599,0.004241454,,,,,,,
592,0.031623545,0,0.218255035,0.526816195,0.223305251,0.004180131,,,,,,,
593,0.160958127,0,0,0.624840943,0.214200961,0.004258213,,,,,,,
594,0.178416011,0,0,0.821585545,0,0.004425319,,,,,,,
595,0.159334785,0,0,0.737034568,0.103630701,0.004455399,,,,,,,
596,0.016993232,0,0.013291758,0.595334547,0.374380443,0.004276054,,,,,,,
597,0,0,0,0.648846252,0.351153787,0.004461582,,,,,,,
598,0,0,0,0.757306015,0.242694019,0.00445662,,,,,,,
599,0.011840967,0,0,0.831123929,0.157037807,0.004366214,,,,,,,
600,0.041389728,0,0,0.691975551,0.266637431,0.004398124,,,,,,,
601,0,0,0,0.69399074,0.306009286,0.004414562,,,,,,,
602,0,0.122926013,0,0.542380166,0.334693856,0.004219055,,,,,,,
603,0.00706998,0.052257776,0,0.693212314,0.247459944,0.004309446,,,,,,,
604,0,0,0,0.774147508,0.22585249,0.004498274,,,,,,,
605,0,0,0.035182265,0.713689958,0.251130383,0.004367039,,,,,,,
606,0,0.076213545,0,0.612925829,0.310860686,0.004289666,,,,,,,
607,0,0,0.156106393,0.712235157,0.131658566,0.004365919,,,,,,,
608,0.068614264,0,0,0.672908423,0.258477357,0.004481396,,,,,,,
609,0.119485088,0,0,0.800958867,0.079558778,0.004499922,,,,,,,
610,0.011260545,0.126526135,0,0.650782979,0.21143038,0.004401528,,,,,,,
611,0.004531059,0.168163479,0.021262994,0.589400912,0.2166441,0.004318694,,,,,,,
612,0,0,0,0.908452765,0.09154724,0.0044765,,,,,,,
613,0,0,0,0.670292841,0.329707202,0.004404958,,,,,,,
614,0.05216858,0,0,0.609202774,0.338628667,0.004390489,,,,,,,
615,0.013935379,0,0,0.576414724,0.409651615,0.004525288,,,,,,,
616,0.235594738,0.062246042,0.052422752,0.633387378,0.016349181,0.004120417,,,,,,,
617,0.127111672,0.155328196,0,0.550279689,0.167283173,0.004369066,,,,,,,
618,0.170902218,0,0,0.587491366,0.241606502,0.004300256,,,,,,,
619,0.009285383,0,0,0.617710536,0.373004073,0.004369735,,,,,,,
620,0,0,0,0.671100556,0.328899479,0.004383758,,,,,,,
621,0.029198483,0,0,0.765697676,0.205103921,0.00453064,,,,,,,
622,0.161802097,0,0,0.66139198,0.176808622,0.004356358,,,,,,,
623,0,0,0.048413647,0.951586383,0,0.004511112,,,,,,,
624,0.030840544,0,0.088747737,0.670176496,0.210235298,0.00438383,,,,,,,
625,0.02589771,0.072805088,0,0.63630429,0.264995026,0.004512723,,,,,,,
626,0.009751174,0,0.149298076,0.681095691,0.159855131,0.004422033,,,,,,,
627,0.082185715,0,0.060372071,0.685575124,0.171867063,0.00436068,,,,,,,
628,0.155834771,0.02243294,0,0.723684113,0.098048141,0.004457909,,,,,,,
629,0.232859162,0,0,0.767140998,0,0.004341291,,,,,,,
630,0,0,0,0.869369432,0.130630633,0.004548378,,,,,,,
631,0,0.076730844,0,0.773554714,0.149715834,0.004484578,,,,,,,
632,0.317316818,0,0,0.622873,0.059810214,0.004459438,,,,,,,
633,0,0,0,0.869679826,0.130320244,0.004485706,,,,,,,
634,0,0,0,0.934378709,0.065621311,0.004434005,,,,,,,
635,0,0.141075808,0,0.551419865,0.307504426,0.004236038,,,,,,,
636,0,0.215658932,0.024400693,0.449335679,0.310604697,0.00422531,,,,,,,
637,0.128750504,0,0,0.682049309,0.189202862,0.004328272,,,,,,,
638,0.064357663,0,0,0.783774241,0.151870811,0.00442704,,,,,,,
639,0.038589992,0,0,0.617483042,0.343927003,0.004412163,,,,,,,
640,0.049906304,0.049900608,0,0.635834339,0.264358757,0.004459423,,,,,,,
641,0.093814321,0,0,0.841938596,0.064247156,0.00445948,,,,,,,
642,0,0.011079036,0,0.428451559,0.560472149,0.004338669,,,,,,,
643,0.096204997,0,0.033573956,0.753644212,0.116576904,0.004476701,,,,,,,
644,0.023905668,0,0,0.889333204,0.086761154,0.00445234,,,,,,,
645,0.056714046,0,0,0.75702533,0.18626069,0.004503216,,,,,,,
646,0.021659396,0,0.14003239,0.513051296,0.325259685,0.004317559,,,,,,,
647,0.071647737,0,0,0.542878876,0.385473383,0.004330001,,,,,,,
648,0.204345601,0,0,0.612256881,0.183397512,0.004367558,,,,,,,
649,0.128714858,0.049428603,0.045643176,0.536145158,0.240068221,0.004294941,,,,,,,
650,0,0.135647921,0,0.537514069,0.326838041,0.004291449,,,,,,,
651,0.109665205,0,0,0.677687688,0.212647137,0.004428457,,,,,,,
652,0.024654229,0,0,0.695098342,0.280247466,0.00438815,,,,,,,
653,0.007626724,0.049850857,0,0.7183836,0.224138867,0.004427756,,,,,,,
654,0.112999238,0,0,0.679734244,0.207266559,0.004277614,,,,,,,
655,0.029317448,0,0,0.817363763,0.153318799,0.004498588,,,,,,,
656,0,0.019896832,0,0.869049317,0.11105659,0.004437946,,,,,,,
657,0.056950243,0,0,0.689626505,0.253423279,0.004328487,,,,,,,
658,0.016726319,0,0.129244789,0.73618343,0.117845487,0.004335159,,,,,,,
659,0.074218738,0,0.040632785,0.71118069,0.173967855,0.004399112,,,,,,,
660,0,0,0.022061926,0.751440077,0.22649801,0.004396423,,,,,,,
661,0,0,0.143190648,0.792365876,0.06444356,0.004284451,,,,,,,
662,0.048653162,0,0.005385978,0.616788804,0.329172085,0.004287736,,,,,,,
663,0.111680559,0,0,0.642180511,0.246138981,0.004433589,,,,,,,
664,0,0,0,0.853530677,0.146470335,0.00452565,,,,,,,
